negozio,data,vendite
FLO,01/07/2025,2438.52
GLA,01/07/2025,3341.67
LBM,01/07/2025,6064.58
LRM,01/07/2025,2258.19
MIL,01/07/2025,5084.01
NBS,01/07/2025,6878.77
NYC,01/07/2025,-1860
PAR,01/07/2025,7546.25
ROM,01/07/2025,4004.1
SRV,01/07/2025,986.06
STT,01/07/2025,8441.67
MAR,02/07/2025,2020.66
BHR,02/07/2025,1525
BIR,02/07/2025,2562.49
BMP,02/07/2025,475
CAP,02/07/2025,3057.38
CAS,02/07/2025,1723.14
ECI,02/07/2025,3016.53
FLO,02/07/2025,1688.52
GLA,02/07/2025,4316.65
LBM,02/07/2025,6454.17
LRM,02/07/2025,2077.88
MIL,02/07/2025,3698.77
NBS,02/07/2025,5712.5
NYC,02/07/2025,14805
PAR,02/07/2025,7995.84
ROM,02/07/2025,1479.51
SRV,02/07/2025,3352.45
STT,02/07/2025,16433.33
MAR,03/07/2025,3661.16
BHR,03/07/2025,9495
BIR,03/07/2025,2407.91
BMP,03/07/2025,840
CAP,03/07/2025,10012.3
CAS,03/07/2025,24.79
ECI,03/07/2025,6450.83
FLO,03/07/2025,2270.5
GLA,03/07/2025,1395.83
LBM,03/07/2025,2225
LRM,03/07/2025,6852.45
MIL,03/07/2025,2778.69
NBS,03/07/2025,19382.52
NYC,03/07/2025,1600
PAR,03/07/2025,5983.95
ROM,03/07/2025,12553.28
SRV,03/07/2025,4966.4
STT,03/07/2025,10578.73
BHR,04/07/2025,1895
BIR,04/07/2025,2461.67
BMP,04/07/2025,1105
CAP,04/07/2025,4643.44
CAS,04/07/2025,2504.13
ECI,04/07/2025,7909.1
FLO,04/07/2025,338.11
GLA,04/07/2025,3716.65
LBM,04/07/2025,7087.48
LRM,04/07/2025,2168.03
MIL,04/07/2025,3170.08
NBS,04/07/2025,8068.74
PAR,04/07/2025,7724.99
ROM,04/07/2025,8381.15
SRV,04/07/2025,4551.57
STT,04/07/2025,10123.74
BHR,05/07/2025,15540
BIR,05/07/2025,6279.57
BMP,05/07/2025,3085
CAP,05/07/2025,4229.51
ECI,05/07/2025,4868.19
FLO,05/07/2025,12792.21
GLA,05/07/2025,7679.17
LBM,05/07/2025,2512.49
LRM,05/07/2025,3557.38
MIL,05/07/2025,11221.29
NBS,05/07/2025,8972.9
NYC,05/07/2025,4765
PAR,05/07/2025,13592.06
ROM,05/07/2025,5413.93
SRV,05/07/2025,9015.89
STT,05/07/2025,17899.15
MAR,06/07/2025,9369.85
BHR,06/07/2025,5520
BIR,06/07/2025,3645
CAP,06/07/2025,2315.57
CAS,06/07/2025,3425.62
ECI,06/07/2025,4272.75
FLO,06/07/2025,4363.93
GLA,06/07/2025,1837.5
LBM,06/07/2025,9391.68
LRM,06/07/2025,3680.3
MIL,06/07/2025,3020.49
NBS,06/07/2025,1870.42
PAR,06/07/2025,3812.5
ROM,06/07/2025,2106.57
SRV,06/07/2025,7196.63
STT,06/07/2025,10313.74
BHR,07/07/2025,2250
BIR,07/07/2025,3764.58
BMP,07/07/2025,810
CAP,07/07/2025,3614.76
CAS,07/07/2025,1417.36
ECI,07/07/2025,6776.87
FLO,07/07/2025,614.75
GLA,07/07/2025,4408.33
LBM,07/07/2025,7570.82
LRM,07/07/2025,2905.73
MIL,07/07/2025,3995.89
NBS,07/07/2025,6541.66
NYC,07/07/2025,4065
PAR,07/07/2025,7329.17
ROM,07/07/2025,6991.79
SRV,07/07/2025,4336.03
STT,07/07/2025,15020.8
BHR,08/07/2025,4075
BIR,08/07/2025,4815.41
CAP,08/07/2025,2180.32
CAS,08/07/2025,3632.23
ECI,08/07/2025,8095.06
FLO,08/07/2025,4382.59
GLA,08/07/2025,5420.83
LBM,08/07/2025,3245.81
LRM,08/07/2025,4647.53
MIL,08/07/2025,4991.81
NBS,08/07/2025,9687.91
NYC,08/07/2025,5480
PAR,08/07/2025,6595.81
ROM,08/07/2025,4663.92
SRV,08/07/2025,7115.53
STT,08/07/2025,11198.31
MAR,09/07/2025,7884.29
BHR,09/07/2025,7456
BIR,09/07/2025,4516.66
BMP,09/07/2025,1165
CAP,09/07/2025,5140.99
CAS,09/07/2025,4404.95
ECI,09/07/2025,7170.65
FLO,09/07/2025,1053.29
GLA,09/07/2025,2562.49
LBM,09/07/2025,7029.17
LRM,09/07/2025,561.48
MIL,09/07/2025,8545.06
NBS,09/07/2025,10551.65
NYC,09/07/2025,3910
PAR,09/07/2025,5258.32
ROM,09/07/2025,3361.06
SER,09/07/2025,7075.62
SRV,09/07/2025,7343.82
STT,09/07/2025,18013.73
MAR,10/07/2025,1640.5
BHR,10/07/2025,2695
BIR,10/07/2025,4701.65
CAP,10/07/2025,6704.92
CAS,10/07/2025,1033.06
ECI,10/07/2025,4169.43
FLO,10/07/2025,3185.04
GLA,10/07/2025,2379.17
LBM,10/07/2025,5495.84
LRM,10/07/2025,2381.15
MIL,10/07/2025,2467.22
NBS,10/07/2025,9470.84
NYC,10/07/2025,5271.5
PAR,10/07/2025,2999.57
ROM,10/07/2025,4795.49
SER,10/07/2025,11568.6
SRV,10/07/2025,4499.94
STT,10/07/2025,19018.72
MAR,11/07/2025,2466.95
BHR,11/07/2025,6350
BIR,11/07/2025,5050.42
BMP,11/07/2025,750
CAP,11/07/2025,6176.64
CAS,11/07/2025,561.98
ECI,11/07/2025,8657.03
FLO,11/07/2025,5221.3
GLA,11/07/2025,3833.32
LBM,11/07/2025,5095.85
LRM,11/07/2025,4352.87
MIL,11/07/2025,3688.94
NBS,11/07/2025,7202.93
NYC,11/07/2025,9360
PAR,11/07/2025,7439.59
ROM,11/07/2025,2881.56
SER,11/07/2025,10681.81
SRV,11/07/2025,7319.61
STT,11/07/2025,19512.5
MAR,12/07/2025,4330.58
BHR,12/07/2025,7825
BIR,12/07/2025,2327.09
BMP,12/07/2025,2400
CAP,12/07/2025,7709.43
CAS,12/07/2025,537.19
ECI,12/07/2025,6123.96
FLO,12/07/2025,2475.4
GLA,12/07/2025,1333.33
LBM,12/07/2025,2395.83
LRM,12/07/2025,6558.2
MIL,12/07/2025,5370.89
NBS,12/07/2025,7458.33
NYC,12/07/2025,3246
PAR,12/07/2025,8038.11
ROM,12/07/2025,5151.66
SER,12/07/2025,5888.84
SRV,12/07/2025,4737.66
STT,12/07/2025,24068.29
MAR,13/07/2025,6595.04
BHR,13/07/2025,16405
BIR,13/07/2025,1636.67
BMP,13/07/2025,3440
CAP,13/07/2025,5781.15
ECI,13/07/2025,3219.01
FLO,13/07/2025,1008.2
GLA,13/07/2025,1262.5
LBM,13/07/2025,6697.92
LRM,13/07/2025,1774.59
MIL,13/07/2025,2032.79
NBS,13/07/2025,4954.16
PAR,13/07/2025,3129.17
ROM,13/07/2025,2570.48
SER,13/07/2025,2838.84
SRV,13/07/2025,5938.51
STT,13/07/2025,26269.18
BHR,14/07/2025,10598
BIR,14/07/2025,6054.16
BMP,14/07/2025,2670
CAP,14/07/2025,3737.71
CAS,14/07/2025,429.75
ECI,14/07/2025,4620.65
FLO,14/07/2025,2053.27
GLA,14/07/2025,3770.85
LBM,14/07/2025,8791.67
LRM,14/07/2025,3709.02
MIL,14/07/2025,5422.13
NBS,14/07/2025,3933.33
NYC,14/07/2025,9023
PAR,14/07/2025,1158.34
ROM,14/07/2025,10754.09
SER,14/07/2025,4802.07
SRV,14/07/2025,1758.19
STT,14/07/2025,13846.43
BHR,15/07/2025,6195
BIR,15/07/2025,5188.32
BMP,15/07/2025,1190
CAP,15/07/2025,5057.39
CAS,15/07/2025,971.07
ECI,15/07/2025,925.62
FLO,15/07/2025,1383.89
GLA,15/07/2025,2345.83
LBM,15/07/2025,3171.67
LRM,15/07/2025,2413.93
MIL,15/07/2025,4487.69
NBS,15/07/2025,6783.33
NYC,15/07/2025,4439
PAR,15/07/2025,6958.34
ROM,15/07/2025,1713.11
SER,15/07/2025,4396.69
SRV,15/07/2025,1411.47
STT,15/07/2025,13709.16
MAR,16/07/2025,4826.44
BHR,16/07/2025,4820
BIR,16/07/2025,8647.07
BMP,16/07/2025,1080
CAP,16/07/2025,6340.98
ECI,16/07/2025,8775.84
FLO,16/07/2025,1963.12
GLA,16/07/2025,1575
LBM,16/07/2025,5463.33
LRM,16/07/2025,4856.56
MIL,16/07/2025,7200.83
NBS,16/07/2025,3937.5
NYC,16/07/2025,10919.5
PAR,16/07/2025,2662.5
ROM,16/07/2025,8820.08
SER,16/07/2025,7938.01
SRV,16/07/2025,2713.93
STT,16/07/2025,15808.77
BHR,17/07/2025,12420
BIR,17/07/2025,5596.25
BMP,17/07/2025,1490
CAP,17/07/2025,1413.93
CAS,17/07/2025,1132.23
ECI,17/07/2025,4508.67
FLO,17/07/2025,897.54
GLA,17/07/2025,5849.98
LBM,17/07/2025,2862.49
LRM,17/07/2025,4668.03
MIL,17/07/2025,1631.15
NBS,17/07/2025,3400
NYC,17/07/2025,1165
PAR,17/07/2025,5441.66
ROM,17/07/2025,4297.15
SER,17/07/2025,10391.72
SRV,17/07/2025,6002.47
STT,17/07/2025,20018.76
MAR,18/07/2025,11735.52
BHR,18/07/2025,7650
BIR,18/07/2025,5655
BMP,18/07/2025,1445
CAP,18/07/2025,2491.81
CAS,18/07/2025,2244.21
ECI,18/07/2025,3706.62
FLO,18/07/2025,1532.79
GLA,18/07/2025,5333.32
LBM,18/07/2025,2579.15
LRM,18/07/2025,2618.85
MIL,18/07/2025,7315.58
NBS,18/07/2025,3047.5
NYC,18/07/2025,1795
PAR,18/07/2025,5729.58
ROM,18/07/2025,2278.68
SER,18/07/2025,5681.81
SRV,18/07/2025,3432.78
STT,18/07/2025,18414.99
MAR,19/07/2025,7805.78
BHR,19/07/2025,5845
BIR,19/07/2025,2801.25
BMP,19/07/2025,3335
CAP,19/07/2025,2885.66
CAS,19/07/2025,1276.86
ECI,19/07/2025,2215.29
FLO,19/07/2025,3266.39
GLA,19/07/2025,3350.01
LBM,19/07/2025,6345.83
LRM,19/07/2025,2024.58
MIL,19/07/2025,4975.39
NBS,19/07/2025,8889.17
NYC,19/07/2025,4625.5
PAR,19/07/2025,7955.83
SER,19/07/2025,6603.31
SRV,19/07/2025,4484
STT,19/07/2025,27754.14
MAR,20/07/2025,4836.79
BHR,20/07/2025,9575
BIR,20/07/2025,4734.17
BMP,20/07/2025,6130
CAP,20/07/2025,2409.85
CAS,20/07/2025,1000.41
ECI,20/07/2025,4380.18
FLO,20/07/2025,2475.41
GLA,20/07/2025,3606.25
LBM,20/07/2025,3545.84
LRM,20/07/2025,2020.49
MIL,20/07/2025,3114.76
NBS,20/07/2025,2795.84
PAR,20/07/2025,6887.49
ROM,20/07/2025,4153.69
SER,20/07/2025,4523.16
SRV,20/07/2025,3045.06
STT,20/07/2025,17079.56
MAR,21/07/2025,987.6
BHR,21/07/2025,6426.75
BIR,21/07/2025,5526.66
BMP,21/07/2025,2600
CAP,21/07/2025,4077.87
CAS,21/07/2025,2632.23
ECI,21/07/2025,8152.91
FLO,21/07/2025,1229.5
GLA,21/07/2025,5399.99
LBM,21/07/2025,5127.08
LRM,21/07/2025,2991.81
MIL,21/07/2025,838.12
NBS,21/07/2025,8759.99
NYC,21/07/2025,6345
PAR,21/07/2025,5395.82
ROM,21/07/2025,1795.08
SER,21/07/2025,7008.26
SRV,21/07/2025,3786.84
STT,21/07/2025,15850.8
MAR,22/07/2025,8508.25
BHR,22/07/2025,7045
BIR,22/07/2025,5966.67
BMP,22/07/2025,1750
CAP,22/07/2025,4729.51
CAS,22/07/2025,516.53
ECI,22/07/2025,5681.81
FLO,22/07/2025,2032.79
GLA,22/07/2025,7750
LBM,22/07/2025,3125
LRM,22/07/2025,5463.12
MIL,22/07/2025,3924.18
NBS,22/07/2025,6958.33
NYC,22/07/2025,2405
PAR,22/07/2025,5522.08
ROM,22/07/2025,4323.77
SER,22/07/2025,9859.5
SRV,22/07/2025,4956.91
STT,22/07/2025,15552.49
BHR,23/07/2025,11825
BIR,23/07/2025,5322.5
BMP,23/07/2025,4070
CAP,23/07/2025,3491.8
CAS,23/07/2025,2677.68
ECI,23/07/2025,3522.31
FLO,23/07/2025,1776.64
GLA,23/07/2025,1375
LBM,23/07/2025,3237.51
LRM,23/07/2025,4491.8
MIL,23/07/2025,3180.32
NBS,23/07/2025,4141.66
NYC,23/07/2025,2511.5
PAR,23/07/2025,9520.81
ROM,23/07/2025,512.29
SER,23/07/2025,5008.26
SRV,23/07/2025,4602.41
STT,23/07/2025,10272.7
BHR,24/07/2025,8548.5
BIR,24/07/2025,2774.16
BMP,24/07/2025,700
CAP,24/07/2025,2606.55
CAS,24/07/2025,2371.89
ECI,24/07/2025,1685.95
FLO,24/07/2025,3348.36
GLA,24/07/2025,3087.5
LBM,24/07/2025,2521.26
LRM,24/07/2025,1229.51
MIL,24/07/2025,6225.41
NBS,24/07/2025,7065.83
NYC,24/07/2025,8730
PAR,24/07/2025,7088.15
ROM,24/07/2025,1688.52
SER,24/07/2025,5173.55
SRV,24/07/2025,5270.43
STT,24/07/2025,18474.99
MAR,25/07/2025,8793.39
BHR,25/07/2025,3712.5
BIR,25/07/2025,6391.66
BMP,25/07/2025,1705
CAP,25/07/2025,5742.61
CAS,25/07/2025,1074.38
ECI,25/07/2025,1122.32
FLO,25/07/2025,487.7
GLA,25/07/2025,1600
LBM,25/07/2025,2783.34
LRM,25/07/2025,3069.67
MIL,25/07/2025,3098.35
NBS,25/07/2025,7900.01
NYC,25/07/2025,6570
PAR,25/07/2025,5654.16
ROM,25/07/2025,3217.22
SER,25/07/2025,7247.92
SRV,25/07/2025,4549.16
STT,25/07/2025,8774.98
MAR,26/07/2025,3438.01
BHR,26/07/2025,9285
BIR,26/07/2025,6940.79
BMP,26/07/2025,3390
CAP,26/07/2025,7596.3
ECI,26/07/2025,2342.98
FLO,26/07/2025,807.38
GLA,26/07/2025,3929.16
LBM,26/07/2025,7085.84
LRM,26/07/2025,2110.65
MIL,26/07/2025,1319.68
NBS,26/07/2025,10427.51
NYC,26/07/2025,10159
PAR,26/07/2025,8533.34
ROM,26/07/2025,3491.8
SER,26/07/2025,4441.73
SRV,26/07/2025,6413.87
STT,26/07/2025,22289.14
MAR,27/07/2025,9557.84
BHR,27/07/2025,15345
BIR,27/07/2025,9690.31
BMP,27/07/2025,1720
CAP,27/07/2025,6121.31
CAS,27/07/2025,1115.7
ECI,27/07/2025,2838.84
FLO,27/07/2025,975.81
GLA,27/07/2025,5143.32
LBM,27/07/2025,2995.83
LRM,27/07/2025,5528.69
MIL,27/07/2025,7348.37
NBS,27/07/2025,3137.5
PAR,27/07/2025,3913.54
ROM,27/07/2025,2918.03
SER,27/07/2025,690.08
SRV,27/07/2025,4881.1
STT,27/07/2025,15058.35
MAR,28/07/2025,7599.16
BHR,28/07/2025,12195
BIR,28/07/2025,10375.39
BMP,28/07/2025,1665
CAP,28/07/2025,2446.72
ECI,28/07/2025,3776.87
FLO,28/07/2025,1913.92
GLA,28/07/2025,3667.27
LBM,28/07/2025,829.17
LRM,28/07/2025,405.74
MIL,28/07/2025,6532.78
NBS,28/07/2025,6457.91
NYC,28/07/2025,8297.5
PAR,28/07/2025,4029.17
ROM,28/07/2025,4177.45
SER,28/07/2025,4929.75
SRV,28/07/2025,1762.27
STT,28/07/2025,13049.17
MAR,29/07/2025,5995.85
BHR,29/07/2025,5715
BIR,29/07/2025,6982.03
CAP,29/07/2025,5872.95
CAS,29/07/2025,1760.33
ECI,29/07/2025,4049.57
FLO,29/07/2025,3008.19
GLA,29/07/2025,1808.33
LBM,29/07/2025,3362.52
LRM,29/07/2025,2135.25
MIL,29/07/2025,2184.43
NBS,29/07/2025,5711.66
NYC,29/07/2025,7440
PAR,29/07/2025,5237.5
ROM,29/07/2025,2897.54
SER,29/07/2025,2202.48
SRV,29/07/2025,1377.04
STT,29/07/2025,19629.16
BHR,30/07/2025,9260
BIR,30/07/2025,6546.63
BMP,30/07/2025,380
CAP,30/07/2025,6819.66
CAS,30/07/2025,2371.89
ECI,30/07/2025,4280.57
FLO,30/07/2025,163.93
GLA,30/07/2025,2791.66
LBM,30/07/2025,2854.16
LRM,30/07/2025,5188.53
MIL,30/07/2025,266.39
NBS,30/07/2025,7941.67
NYC,30/07/2025,10353.5
PAR,30/07/2025,10479.15
ROM,30/07/2025,2930.33
SER,30/07/2025,2136.36
SRV,30/07/2025,3081.96
STT,30/07/2025,19189.59
MAR,31/07/2025,6826.45
BHR,31/07/2025,9005
BIR,31/07/2025,10037.85
CAP,31/07/2025,3918.04
ECI,31/07/2025,6760.95
FLO,31/07/2025,1718.43
GLA,31/07/2025,7179.15
LBM,31/07/2025,1575
LRM,31/07/2025,3836.08
MIL,31/07/2025,1028.69
NBS,31/07/2025,2912.5
NYC,31/07/2025,13898.5
PAR,31/07/2025,4084.16
ROM,31/07/2025,3627.04
SER,31/07/2025,3933.88
SRV,31/07/2025,2323.76
STT,31/07/2025,9200.01
MAR,01/08/2025,3900.82
BHR,01/08/2025,4450
BIR,01/08/2025,4277.48
BMP,01/08/2025,1715
CAP,01/08/2025,3364.74
CAS,01/08/2025,2024.79
ECI,01/08/2025,3512.4
FLO,01/08/2025,5173.61
GLA,01/08/2025,6141.65
LBM,01/08/2025,458.33
LRM,01/08/2025,2676.22
MIL,01/08/2025,1368.85
NBS,01/08/2025,5395.83
NYC,01/08/2025,3091.25
PAR,01/08/2025,3142.08
ROM,01/08/2025,1771.52
SER,01/08/2025,4623.97
SRV,01/08/2025,3704.92
STT,01/08/2025,20802.06
MAR,02/08/2025,4487.61
BHR,02/08/2025,6525
BIR,02/08/2025,13270.28
BMP,02/08/2025,3340
CAP,02/08/2025,6635.67
CAS,02/08/2025,3648.75
ECI,02/08/2025,2516.53
GLA,02/08/2025,6999.98
LBM,02/08/2025,929.16
LRM,02/08/2025,2557.38
MIL,02/08/2025,4221.31
NBS,02/08/2025,6337.5
NYC,02/08/2025,6915.5
PAR,02/08/2025,5516.25
ROM,02/08/2025,1979.51
SER,02/08/2025,929.75
SRV,02/08/2025,1762.29
STT,02/08/2025,10849.96
BHR,03/08/2025,650
BIR,03/08/2025,4661.67
BMP,03/08/2025,1440
CAP,03/08/2025,6110.66
CAS,03/08/2025,3677.69
ECI,03/08/2025,2578.51
GLA,03/08/2025,3354.16
LBM,03/08/2025,2908.33
LRM,03/08/2025,1598.36
NBS,03/08/2025,4504.17
PAR,03/08/2025,4329.15
ROM,03/08/2025,1696.72
SER,03/08/2025,4334.7
SRV,03/08/2025,3299.17
STT,03/08/2025,7274.99
MAR,04/08/2025,4235.54
BHR,04/08/2025,1600
BIR,04/08/2025,4585
BMP,04/08/2025,475
CAP,04/08/2025,4142.62
CAS,04/08/2025,41.32
ECI,04/08/2025,2661.16
FLO,04/08/2025,553.28
GLA,04/08/2025,3529.17
LBM,04/08/2025,1866.66
LRM,04/08/2025,2922.13
MIL,04/08/2025,2604.5
NBS,04/08/2025,3204.16
NYC,04/08/2025,10060
PAR,04/08/2025,3491.67
ROM,04/08/2025,1045.09
SER,04/08/2025,5851.22
SRV,04/08/2025,2363.1
STT,04/08/2025,17208.35
MAR,05/08/2025,9987.58
BHR,05/08/2025,8335
BIR,05/08/2025,8175.41
BMP,05/08/2025,1170
CAP,05/08/2025,4983.6
CAS,05/08/2025,123.97
ECI,05/08/2025,-760.33
FLO,05/08/2025,3321.3
GLA,05/08/2025,1245.84
LBM,05/08/2025,687.5
MIL,05/08/2025,5586.06
NBS,05/08/2025,7254.98
NYC,05/08/2025,8365
PAR,05/08/2025,3030.01
ROM,05/08/2025,1413.92
SER,05/08/2025,5409.08
SRV,05/08/2025,3820.47
STT,05/08/2025,13108.3
MAR,06/08/2025,3586.78
BHR,06/08/2025,7910
BIR,06/08/2025,6707.07
BMP,06/08/2025,4080
CAP,06/08/2025,6536.89
ECI,06/08/2025,2719.01
FLO,06/08/2025,3501.23
GLA,06/08/2025,3887.49
LBM,06/08/2025,3987.5
LRM,06/08/2025,1959.02
MIL,06/08/2025,1926.23
NBS,06/08/2025,9182.09
NYC,06/08/2025,4740.5
PAR,06/08/2025,2950.01
ROM,06/08/2025,979.51
SER,06/08/2025,5425.6
SRV,06/08/2025,4524.57
STT,06/08/2025,13413.73
MAR,07/08/2025,557.85
BHR,07/08/2025,2145
BIR,07/08/2025,8089.99
BMP,07/08/2025,3730
CAP,07/08/2025,2684.42
ECI,07/08/2025,3367.77
FLO,07/08/2025,1549.18
GLA,07/08/2025,3670.85
LBM,07/08/2025,579.17
LRM,07/08/2025,2327.87
MIL,07/08/2025,2389.35
NBS,07/08/2025,5269.59
NYC,07/08/2025,7261.5
PAR,07/08/2025,4431.25
ROM,07/08/2025,3200.82
SER,07/08/2025,3537.19
SRV,07/08/2025,3394.25
STT,07/08/2025,13929.14
BHR,08/08/2025,10150
BIR,08/08/2025,1360.42
BMP,08/08/2025,890
CAP,08/08/2025,3422.14
CAS,08/08/2025,557.85
ECI,08/08/2025,991.74
FLO,08/08/2025,9213.94
GLA,08/08/2025,414.58
LBM,08/08/2025,2112.49
LRM,08/08/2025,1323.77
MIL,08/08/2025,1209.02
NBS,08/08/2025,8141.25
NYC,08/08/2025,9590
PAR,08/08/2025,4270.83
ROM,08/08/2025,1565.58
SER,08/08/2025,10066.1
SRV,08/08/2025,1463.11
STT,08/08/2025,13120.82
BHR,09/08/2025,6050
BIR,09/08/2025,5523.33
BMP,09/08/2025,1570
CAP,09/08/2025,7340.16
ECI,09/08/2025,1797.52
FLO,09/08/2025,1475.41
GLA,09/08/2025,3929.16
LBM,09/08/2025,2037.5
LRM,09/08/2025,3081.96
MIL,09/08/2025,3143.43
NBS,09/08/2025,4975.01
NYC,09/08/2025,4882.5
PAR,09/08/2025,6462.5
ROM,09/08/2025,1196.72
SER,09/08/2025,3512.39
SRV,09/08/2025,688.52
STT,09/08/2025,28854.97
MAR,10/08/2025,14289.26
BHR,10/08/2025,3680
BIR,10/08/2025,5022.05
CAP,10/08/2025,3532.79
ECI,10/08/2025,871.9
GLA,10/08/2025,2645.82
LBM,10/08/2025,1991.66
LRM,10/08/2025,975.41
NBS,10/08/2025,3414.58
PAR,10/08/2025,6350.82
ROM,10/08/2025,487.7
SER,10/08/2025,1256.2
SRV,10/08/2025,1413.93
STT,10/08/2025,7458.32
MAR,11/08/2025,2913.22
BHR,11/08/2025,4710
BIR,11/08/2025,4139.99
BMP,11/08/2025,990
CAP,11/08/2025,4245.91
CAS,11/08/2025,516.53
ECI,11/08/2025,4743.82
FLO,11/08/2025,7508.19
GLA,11/08/2025,1325
LBM,11/08/2025,1408.33
LRM,11/08/2025,2274.59
NBS,11/08/2025,4283.32
NYC,11/08/2025,970
PAR,11/08/2025,7670.83
ROM,11/08/2025,1881.14
SER,11/08/2025,7115.69
SRV,11/08/2025,4135.23
STT,11/08/2025,14242.05
MAR,12/08/2025,2522.73
BHR,12/08/2025,2871.5
BIR,12/08/2025,1298.75
BMP,12/08/2025,365
CAP,12/08/2025,1733.61
CAS,12/08/2025,1157.03
ECI,12/08/2025,280.99
FLO,12/08/2025,2868.69
GLA,12/08/2025,3904.16
LBM,12/08/2025,3113.34
LRM,12/08/2025,4942.63
MIL,12/08/2025,5340.15
NBS,12/08/2025,7019.16
NYC,12/08/2025,12275
PAR,12/08/2025,6562.97
ROM,12/08/2025,3089.75
SER,12/08/2025,1578.51
SRV,12/08/2025,3410.65
STT,12/08/2025,11533.33
BHR,13/08/2025,1285
BIR,13/08/2025,4421.67
CAP,13/08/2025,4086.07
CAS,13/08/2025,574.38
ECI,13/08/2025,2987.6
FLO,13/08/2025,569.67
GLA,13/08/2025,1791.67
LBM,13/08/2025,3108.34
LRM,13/08/2025,3430.74
MIL,13/08/2025,4057.38
NBS,13/08/2025,5190
NYC,13/08/2025,2510
PAR,13/08/2025,1438.66
ROM,13/08/2025,2737.71
SER,13/08/2025,2835.13
SRV,13/08/2025,3168.03
STT,13/08/2025,16774.98
MAR,14/08/2025,6322.32
BHR,14/08/2025,1137.5
BIR,14/08/2025,7974.99
BMP,14/08/2025,690
CAP,14/08/2025,5446.73
ECI,14/08/2025,1773.15
FLO,14/08/2025,3249.99
GLA,14/08/2025,4008.33
LBM,14/08/2025,783.33
MIL,14/08/2025,3290.99
NBS,14/08/2025,4541.66
PAR,14/08/2025,2124.99
ROM,14/08/2025,1065.58
SER,14/08/2025,1586.77
SRV,14/08/2025,5306.54
STT,14/08/2025,7826.66
MAR,15/08/2025,1933.88
BHR,15/08/2025,14025
BIR,15/08/2025,6298.75
CAP,15/08/2025,4209.02
CAS,15/08/2025,2479.34
ECI,15/08/2025,900.83
GLA,15/08/2025,2374.99
LRM,15/08/2025,3696.72
NBS,15/08/2025,14952.92
NYC,15/08/2025,2560
PAR,15/08/2025,1041.66
SER,15/08/2025,516.53
SRV,15/08/2025,2729.49
STT,15/08/2025,11602.08
BHR,16/08/2025,7835
BIR,16/08/2025,2878.33
BMP,16/08/2025,1870
CAP,16/08/2025,4282.79
CAS,16/08/2025,1215.7
ECI,16/08/2025,1772.72
GLA,16/08/2025,2808.33
LBM,16/08/2025,1075
LRM,16/08/2025,4618.86
NBS,16/08/2025,8656.45
NYC,16/08/2025,3260
PAR,16/08/2025,1609.16
ROM,16/08/2025,1266.39
SER,16/08/2025,4057.85
SRV,16/08/2025,713.11
STT,16/08/2025,8006.65
MAR,17/08/2025,2425.61
BHR,17/08/2025,6087.5
BIR,17/08/2025,2514.59
BMP,17/08/2025,2890
CAP,17/08/2025,3225.42
CAS,17/08/2025,4380.16
ECI,17/08/2025,0
GLA,17/08/2025,1258.34
LBM,17/08/2025,1925
LRM,17/08/2025,586.07
NBS,17/08/2025,4000
PAR,17/08/2025,2579.17
ROM,17/08/2025,1602.46
SER,17/08/2025,2301.64
SRV,17/08/2025,2086.06
STT,17/08/2025,14249.98
MAR,18/08/2025,1132.24
BHR,18/08/2025,6465
BIR,18/08/2025,5264.57
BMP,18/08/2025,570
CAP,18/08/2025,5225.42
CAS,18/08/2025,1524.79
ECI,18/08/2025,454.55
GLA,18/08/2025,2408.32
LBM,18/08/2025,2570.83
LRM,18/08/2025,2450.82
MIL,18/08/2025,5590.17
NBS,18/08/2025,10992.48
NYC,18/08/2025,3896.5
ROM,18/08/2025,1946.72
SER,18/08/2025,3037.19
SRV,18/08/2025,3160.65
STT,18/08/2025,12195.83
BHR,19/08/2025,15057.5
BIR,19/08/2025,4383.33
BMP,19/08/2025,2220
CAP,19/08/2025,1549.18
CAS,19/08/2025,1561.98
ECI,19/08/2025,1314.04
FLO,19/08/2025,461.07
GLA,19/08/2025,7462.51
LBM,19/08/2025,2995.83
MIL,19/08/2025,6118.85
NBS,19/08/2025,10096.66
NYC,19/08/2025,-1642.5
ROM,19/08/2025,1844.27
SER,19/08/2025,657.02
SRV,19/08/2025,4340.15
STT,19/08/2025,11141.66
BHR,20/08/2025,7125
BIR,20/08/2025,3205.42
CAP,20/08/2025,4065.58
CAS,20/08/2025,-657.02
ECI,20/08/2025,1256.2
FLO,20/08/2025,1484.43
GLA,20/08/2025,4699.99
LBM,20/08/2025,1079.17
LRM,20/08/2025,2356.56
MIL,20/08/2025,8033.61
NBS,20/08/2025,5766.66
NYC,20/08/2025,4875
ROM,20/08/2025,2725.41
SER,20/08/2025,4227.27
SRV,20/08/2025,3979.5
STT,20/08/2025,11715.82
MAR,21/08/2025,4958.68
BHR,21/08/2025,2720
BIR,21/08/2025,5462.07
CAP,21/08/2025,3176.24
CAS,21/08/2025,574.38
ECI,21/08/2025,119.83
FLO,21/08/2025,4195.9
GLA,21/08/2025,3866.66
LBM,21/08/2025,3345.84
LRM,21/08/2025,2454.91
MIL,21/08/2025,2877.05
NBS,21/08/2025,8052.71
NYC,21/08/2025,360
ROM,21/08/2025,5762.28
SER,21/08/2025,4107.43
